Primary Key_x,Order No,Segment Number_x,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $,Primary Key_y,Segment Number_y,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component
SO0059284-5,SO0059284,5,CAUSAL PART - 80984071,5,PASE,BN570007                     CASE,STRAP,10.5,4.7999,45286,15.1297,3790.4199$,SO0059284-11,11,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,20.0,THE AIR VALVE TO PURGE THE BOOMS WOULD NOT OPEN,PURGE VALVE FAILED,"VERSUCHT, DIE AUSLEGER MIT LUFT ZU SPÜLEN – KEIN LUFTDRUCK BRINGTE DIE MASCHINE IN DEN GESCHÄFTSTROM UND MASSE AM VENTIL GEPRÜFT – OK. EIN ÜBERBrückungskabel wurde verwendet, um das Signalkabel mit Strom zu versorgen – KEINE REAKTION. DRUCKLUFT AUS DER MASCHINE ENTFERNT",Not Mentioned - Sensor,"Bin Level Sensor - Replaced, Bin - Updated, Bin Level Sensor - Recalibrated"
SO0059284-5,SO0059284,5,CAUSAL PART - 80984071,5,PASE,BN570007                     CASE,STRAP,10.5,4.7999,45286,15.1297,3790.4199$,SO0059284-12,12,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,install extra camerawaiting for Boom Recirculation Kit. ** will be after sales,,Tipps installiert und getestet,Not Retaining - Battery,"Battery - Replaced, Cable - Replaced"
SO0059284-5,SO0059284,5,CAUSAL PART - 80984071,5,PASE,BN570007                     CASE,STRAP,10.5,4.7999,45286,15.1297,3790.4199$,SO0059284-13,13,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c",Creeped - Belt,Bypass Valve - Replaced
SO0059284-5,SO0059284,5,CAUSAL PART - 80984071,5,PASE,BN570007                     CASE,STRAP,10.5,4.7999,45286,15.1297,3790.4199$,SO0059284-3,3,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,UNLOAD SET UP & PDI,,GEWASCHE SPRITZEVOLLSTÄNDIGE MASCHINE DAR UND PDILLERNEN DIE NEUERE MASCHINE UND NEUE MONITORSYSTEME HABEN DIE MASCHINE NACH DEM PDITECH-RYAN ÜBERWINTERISIERT,Inoperative - Switch,Boom Switch - Replaced
SO0059284-5,SO0059284,5,CAUSAL PART - 80984071,5,PASE,BN570007                     CASE,STRAP,10.5,4.7999,45286,15.1297,3790.4199$,SO0059284-4,4,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,UNLOAD SET UP & PDI,,GEWASCHE SPRITZEVOLLSTÄNDIGE MASCHINE DAR UND PDILLERNEN DIE NEUERE MASCHINE UND NEUE MONITORSYSTEME HABEN DIE MASCHINE NACH DEM PDITECH-RYAN ÜBERWINTERISIERT,Not Mentioned - Machine,"Engine - Drained, Engine Oil Filter - Replaced, Engine Air Filter - Replaced, Hydraulic System - Drained, Hydraulic Filter - Replaced, Hydraulic Oil Reservoir - Refilled, Breather Cap - Replaced"
SO0059284-5,SO0059284,5,CAUSAL PART - 80984071,5,PASE,BN570007                     CASE,STRAP,10.5,4.7999,45286,15.1297,3790.4199$,SO0059284-5,5,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,,"Ich habe den Rückführungssatz an der Maschine installiert und bin mit dem Bausatz und seinen Funktionen vertraut. Hatte Schwierigkeiten, den RCM-Rechner dazu zu bringen, die Installation des Bausatzes zu erkennen ","Worn - Steering, Missed - No Component Mentioned","Cotter Pin - Removed, Nut - Unbolted, Steering Arm - Air Hammered, Top Bolt - Cut, Clamp - Unbolted, Cylinder - Removed, No Component Mentioned - Cleaned"
SO0059284-5,SO0059284,5,CAUSAL PART - 80984071,5,PASE,BN570007                     CASE,STRAP,10.5,4.7999,45286,15.1297,3790.4199$,SO0059284-6,6,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,,"Ich habe den Rückführungssatz an der Maschine installiert und bin mit dem Bausatz und seinen Funktionen vertraut. Hatte Schwierigkeiten, den RCM-Rechner dazu zu bringen, die Installation des Bausatzes zu erkennen ","Broken - Antenna, Stripped Thread - Antenna",Antenna - Replaced
SO0059284-5,SO0059284,5,CAUSAL PART - 80984071,5,PASE,BN570007                     CASE,STRAP,10.5,4.7999,45286,15.1297,3790.4199$,SO0059284-8,8,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,,"Ich habe den Rückführungssatz an der Maschine installiert und bin mit dem Bausatz und seinen Funktionen vertraut. Hatte Schwierigkeiten, den RCM-Rechner dazu zu bringen, die Installation des Bausatzes zu erkennen ",Faulty - Wiper,Wiper Blade - Replaced
SO0059284-6,SO0059284,6,CAUSAL PART - 80984071,72,PICK,40291-08                     MISC,SPRAY TIP,1266.48,886.32,45286,15.1297,3790.4199$,SO0059284-11,11,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,20.0,THE AIR VALVE TO PURGE THE BOOMS WOULD NOT OPEN,PURGE VALVE FAILED,"VERSUCHT, DIE AUSLEGER MIT LUFT ZU SPÜLEN – KEIN LUFTDRUCK BRINGTE DIE MASCHINE IN DEN GESCHÄFTSTROM UND MASSE AM VENTIL GEPRÜFT – OK. EIN ÜBERBrückungskabel wurde verwendet, um das Signalkabel mit Strom zu versorgen – KEINE REAKTION. DRUCKLUFT AUS DER MASCHINE ENTFERNT",Not Mentioned - Sensor,"Bin Level Sensor - Replaced, Bin - Updated, Bin Level Sensor - Recalibrated"
SO0059284-6,SO0059284,6,CAUSAL PART - 80984071,72,PICK,40291-08                     MISC,SPRAY TIP,1266.48,886.32,45286,15.1297,3790.4199$,SO0059284-12,12,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,install extra camerawaiting for Boom Recirculation Kit. ** will be after sales,,Tipps installiert und getestet,Not Retaining - Battery,"Battery - Replaced, Cable - Replaced"
SO0059284-6,SO0059284,6,CAUSAL PART - 80984071,72,PICK,40291-08                     MISC,SPRAY TIP,1266.48,886.32,45286,15.1297,3790.4199$,SO0059284-13,13,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c",Creeped - Belt,Bypass Valve - Replaced
SO0059284-6,SO0059284,6,CAUSAL PART - 80984071,72,PICK,40291-08                     MISC,SPRAY TIP,1266.48,886.32,45286,15.1297,3790.4199$,SO0059284-3,3,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,UNLOAD SET UP & PDI,,GEWASCHE SPRITZEVOLLSTÄNDIGE MASCHINE DAR UND PDILLERNEN DIE NEUERE MASCHINE UND NEUE MONITORSYSTEME HABEN DIE MASCHINE NACH DEM PDITECH-RYAN ÜBERWINTERISIERT,Inoperative - Switch,Boom Switch - Replaced
SO0059284-6,SO0059284,6,CAUSAL PART - 80984071,72,PICK,40291-08                     MISC,SPRAY TIP,1266.48,886.32,45286,15.1297,3790.4199$,SO0059284-4,4,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,UNLOAD SET UP & PDI,,GEWASCHE SPRITZEVOLLSTÄNDIGE MASCHINE DAR UND PDILLERNEN DIE NEUERE MASCHINE UND NEUE MONITORSYSTEME HABEN DIE MASCHINE NACH DEM PDITECH-RYAN ÜBERWINTERISIERT,Not Mentioned - Machine,"Engine - Drained, Engine Oil Filter - Replaced, Engine Air Filter - Replaced, Hydraulic System - Drained, Hydraulic Filter - Replaced, Hydraulic Oil Reservoir - Refilled, Breather Cap - Replaced"
SO0059284-6,SO0059284,6,CAUSAL PART - 80984071,72,PICK,40291-08                     MISC,SPRAY TIP,1266.48,886.32,45286,15.1297,3790.4199$,SO0059284-5,5,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,,"Ich habe den Rückführungssatz an der Maschine installiert und bin mit dem Bausatz und seinen Funktionen vertraut. Hatte Schwierigkeiten, den RCM-Rechner dazu zu bringen, die Installation des Bausatzes zu erkennen ","Worn - Steering, Missed - No Component Mentioned","Cotter Pin - Removed, Nut - Unbolted, Steering Arm - Air Hammered, Top Bolt - Cut, Clamp - Unbolted, Cylinder - Removed, No Component Mentioned - Cleaned"
SO0059284-6,SO0059284,6,CAUSAL PART - 80984071,72,PICK,40291-08                     MISC,SPRAY TIP,1266.48,886.32,45286,15.1297,3790.4199$,SO0059284-6,6,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,,"Ich habe den Rückführungssatz an der Maschine installiert und bin mit dem Bausatz und seinen Funktionen vertraut. Hatte Schwierigkeiten, den RCM-Rechner dazu zu bringen, die Installation des Bausatzes zu erkennen ","Broken - Antenna, Stripped Thread - Antenna",Antenna - Replaced
SO0059284-6,SO0059284,6,CAUSAL PART - 80984071,72,PICK,40291-08                     MISC,SPRAY TIP,1266.48,886.32,45286,15.1297,3790.4199$,SO0059284-8,8,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,,"Ich habe den Rückführungssatz an der Maschine installiert und bin mit dem Bausatz und seinen Funktionen vertraut. Hatte Schwierigkeiten, den RCM-Rechner dazu zu bringen, die Installation des Bausatzes zu erkennen ",Faulty - Wiper,Wiper Blade - Replaced
SO0059284-8,SO0059284,8,CAUSAL PART - 80984071,1,PICK,5212                         MISC,CLAMP,2.5,1.02,45286,15.1297,3790.4199$,SO0059284-11,11,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,20.0,THE AIR VALVE TO PURGE THE BOOMS WOULD NOT OPEN,PURGE VALVE FAILED,"VERSUCHT, DIE AUSLEGER MIT LUFT ZU SPÜLEN – KEIN LUFTDRUCK BRINGTE DIE MASCHINE IN DEN GESCHÄFTSTROM UND MASSE AM VENTIL GEPRÜFT – OK. EIN ÜBERBrückungskabel wurde verwendet, um das Signalkabel mit Strom zu versorgen – KEINE REAKTION. DRUCKLUFT AUS DER MASCHINE ENTFERNT",Not Mentioned - Sensor,"Bin Level Sensor - Replaced, Bin - Updated, Bin Level Sensor - Recalibrated"
SO0059284-8,SO0059284,8,CAUSAL PART - 80984071,1,PICK,5212                         MISC,CLAMP,2.5,1.02,45286,15.1297,3790.4199$,SO0059284-12,12,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,install extra camerawaiting for Boom Recirculation Kit. ** will be after sales,,Tipps installiert und getestet,Not Retaining - Battery,"Battery - Replaced, Cable - Replaced"
SO0059284-8,SO0059284,8,CAUSAL PART - 80984071,1,PICK,5212                         MISC,CLAMP,2.5,1.02,45286,15.1297,3790.4199$,SO0059284-13,13,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c",Creeped - Belt,Bypass Valve - Replaced
SO0059284-8,SO0059284,8,CAUSAL PART - 80984071,1,PICK,5212                         MISC,CLAMP,2.5,1.02,45286,15.1297,3790.4199$,SO0059284-3,3,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,UNLOAD SET UP & PDI,,GEWASCHE SPRITZEVOLLSTÄNDIGE MASCHINE DAR UND PDILLERNEN DIE NEUERE MASCHINE UND NEUE MONITORSYSTEME HABEN DIE MASCHINE NACH DEM PDITECH-RYAN ÜBERWINTERISIERT,Inoperative - Switch,Boom Switch - Replaced
SO0059284-8,SO0059284,8,CAUSAL PART - 80984071,1,PICK,5212                         MISC,CLAMP,2.5,1.02,45286,15.1297,3790.4199$,SO0059284-4,4,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,UNLOAD SET UP & PDI,,GEWASCHE SPRITZEVOLLSTÄNDIGE MASCHINE DAR UND PDILLERNEN DIE NEUERE MASCHINE UND NEUE MONITORSYSTEME HABEN DIE MASCHINE NACH DEM PDITECH-RYAN ÜBERWINTERISIERT,Not Mentioned - Machine,"Engine - Drained, Engine Oil Filter - Replaced, Engine Air Filter - Replaced, Hydraulic System - Drained, Hydraulic Filter - Replaced, Hydraulic Oil Reservoir - Refilled, Breather Cap - Replaced"
SO0059284-8,SO0059284,8,CAUSAL PART - 80984071,1,PICK,5212                         MISC,CLAMP,2.5,1.02,45286,15.1297,3790.4199$,SO0059284-5,5,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,,"Ich habe den Rückführungssatz an der Maschine installiert und bin mit dem Bausatz und seinen Funktionen vertraut. Hatte Schwierigkeiten, den RCM-Rechner dazu zu bringen, die Installation des Bausatzes zu erkennen ","Worn - Steering, Missed - No Component Mentioned","Cotter Pin - Removed, Nut - Unbolted, Steering Arm - Air Hammered, Top Bolt - Cut, Clamp - Unbolted, Cylinder - Removed, No Component Mentioned - Cleaned"
SO0059284-8,SO0059284,8,CAUSAL PART - 80984071,1,PICK,5212                         MISC,CLAMP,2.5,1.02,45286,15.1297,3790.4199$,SO0059284-6,6,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,,"Ich habe den Rückführungssatz an der Maschine installiert und bin mit dem Bausatz und seinen Funktionen vertraut. Hatte Schwierigkeiten, den RCM-Rechner dazu zu bringen, die Installation des Bausatzes zu erkennen ","Broken - Antenna, Stripped Thread - Antenna",Antenna - Replaced
SO0059284-8,SO0059284,8,CAUSAL PART - 80984071,1,PICK,5212                         MISC,CLAMP,2.5,1.02,45286,15.1297,3790.4199$,SO0059284-8,8,2023-11-28,PASEIH,9861,SPRAYS,2023,JFGYS435JPT058169,0.0,INSTALL RECIRCULATION KITSPRAYER TIPSDELIVERY,,"Ich habe den Rückführungssatz an der Maschine installiert und bin mit dem Bausatz und seinen Funktionen vertraut. Hatte Schwierigkeiten, den RCM-Rechner dazu zu bringen, die Installation des Bausatzes zu erkennen ",Faulty - Wiper,Wiper Blade - Replaced
SO0059289-1,SO0059289,1,CAUSAL PART - 80984071,1,PASE,9993141                      CASE,O-RING,1.15,0.53,45309,18.569699999999997,3624.2198$,SO0059289-1,1,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c","Inoperative - Light, Inoperative - Light, Inoperative - Flasher, Bent - Flasher, Broken - Fender, Inoperative - Beacon","Rear Light - Replaced, Right Rear Fender Light - Replaced, Right Rear Cab Light - Repaired"
SO0059296-1,SO0059296,1,CAUSAL PART - 80984071,1,PASE,BN302051                     CASE,NIPPLE  LUBE,2.2,1.36,45309,18.569699999999997,3624.2198$,SO0059296-1,1,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c","Not Speeding - Fan, Surging - Floor",Pump - Replaced
SO0059296-1,SO0059296,1,CAUSAL PART - 80984071,1,PASE,BN302051                     CASE,NIPPLE  LUBE,2.2,1.36,45309,18.569699999999997,3624.2198$,SO0059296-2,2,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c",Faulty - Air Conditioner,No Component Mentioned - No Component Mentioned
SO0059296-1,SO0059296,1,CAUSAL PART - 80984071,1,PASE,BN302051                     CASE,NIPPLE  LUBE,2.2,1.36,45309,18.569699999999997,3624.2198$,SO0059296-5,5,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,need rtk,,"RTK-Radio auf Vector Pro-Empfänger installiert, Basis mit hoher Genauigkeit bestellt, Entsperrung für Vector Pro-Empfänger, Freischaltcode in Pro 1200 für Empfänger eingegeben, bestätigt, dass RTK funktioniert",Leak - Pump,Pump - Replaced
SO0059296-1,SO0059296,1,CAUSAL PART - 80984071,1,PASE,BN302051                     CASE,NIPPLE  LUBE,2.2,1.36,45309,18.569699999999997,3624.2198$,SO0059296-6,6,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,need rtk,,"RTK-Radio auf Vector Pro-Empfänger installiert, Basis mit hoher Genauigkeit bestellt, Entsperrung für Vector Pro-Empfänger, Freischaltcode in Pro 1200 für Empfänger eingegeben, bestätigt, dass RTK funktioniert",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned
SO0059296-2,SO0059296,2,CAUSAL PART - 80984071,1,PICK,WIPEOFF                      MISC,WINDSHIELD CLEAN,6.7999,3.78,45309,18.569699999999997,3624.2198$,SO0059296-1,1,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c","Not Speeding - Fan, Surging - Floor",Pump - Replaced
SO0059296-2,SO0059296,2,CAUSAL PART - 80984071,1,PICK,WIPEOFF                      MISC,WINDSHIELD CLEAN,6.7999,3.78,45309,18.569699999999997,3624.2198$,SO0059296-2,2,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c",Faulty - Air Conditioner,No Component Mentioned - No Component Mentioned
SO0059296-2,SO0059296,2,CAUSAL PART - 80984071,1,PICK,WIPEOFF                      MISC,WINDSHIELD CLEAN,6.7999,3.78,45309,18.569699999999997,3624.2198$,SO0059296-5,5,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,need rtk,,"RTK-Radio auf Vector Pro-Empfänger installiert, Basis mit hoher Genauigkeit bestellt, Entsperrung für Vector Pro-Empfänger, Freischaltcode in Pro 1200 für Empfänger eingegeben, bestätigt, dass RTK funktioniert",Leak - Pump,Pump - Replaced
SO0059296-2,SO0059296,2,CAUSAL PART - 80984071,1,PICK,WIPEOFF                      MISC,WINDSHIELD CLEAN,6.7999,3.78,45309,18.569699999999997,3624.2198$,SO0059296-6,6,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,need rtk,,"RTK-Radio auf Vector Pro-Empfänger installiert, Basis mit hoher Genauigkeit bestellt, Entsperrung für Vector Pro-Empfänger, Freischaltcode in Pro 1200 für Empfänger eingegeben, bestätigt, dass RTK funktioniert",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned
SO0059296-5,SO0059296,5,CAUSAL PART - 80984071,1,PASE,51415542                     CASE,RADIO,2865.0,2024.05,45260,0.38,3047.75$,SO0059296-1,1,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c","Not Speeding - Fan, Surging - Floor",Pump - Replaced
SO0059296-5,SO0059296,5,CAUSAL PART - 80984071,1,PASE,51415542                     CASE,RADIO,2865.0,2024.05,45260,0.38,3047.75$,SO0059296-2,2,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c",Faulty - Air Conditioner,No Component Mentioned - No Component Mentioned
SO0059296-5,SO0059296,5,CAUSAL PART - 80984071,1,PASE,51415542                     CASE,RADIO,2865.0,2024.05,45260,0.38,3047.75$,SO0059296-5,5,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,need rtk,,"RTK-Radio auf Vector Pro-Empfänger installiert, Basis mit hoher Genauigkeit bestellt, Entsperrung für Vector Pro-Empfänger, Freischaltcode in Pro 1200 für Empfänger eingegeben, bestätigt, dass RTK funktioniert",Leak - Pump,Pump - Replaced
SO0059296-5,SO0059296,5,CAUSAL PART - 80984071,1,PASE,51415542                     CASE,RADIO,2865.0,2024.05,45260,0.38,3047.75$,SO0059296-6,6,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,need rtk,,"RTK-Radio auf Vector Pro-Empfänger installiert, Basis mit hoher Genauigkeit bestellt, Entsperrung für Vector Pro-Empfänger, Freischaltcode in Pro 1200 für Empfänger eingegeben, bestätigt, dass RTK funktioniert",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned
SO0059296-6,SO0059296,6,CAUSAL PART - 80984071,0,PASE,51526151                     CASE,HARNESS  WIRE,0.0,0.0,45260,0.38,3047.75$,SO0059296-1,1,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c","Not Speeding - Fan, Surging - Floor",Pump - Replaced
SO0059296-6,SO0059296,6,CAUSAL PART - 80984071,0,PASE,51526151                     CASE,HARNESS  WIRE,0.0,0.0,45260,0.38,3047.75$,SO0059296-2,2,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,PDI,,"Ersetzen Sie den undichten O-Ring an der Antriebspumpe. Bild Rechten Produktschlauch kürzen, der geknickt war. Bild Adj. eng. Kühlmittel auf -38 Grad.  Es war -20 Grad. Auf losen Hyd prüfen. und Luftarmaturen.     Zu kalt, um das Produktsystem zu überprüfen. Ben arbeitete am GPS-System c",Faulty - Air Conditioner,No Component Mentioned - No Component Mentioned
SO0059296-6,SO0059296,6,CAUSAL PART - 80984071,0,PASE,51526151                     CASE,HARNESS  WIRE,0.0,0.0,45260,0.38,3047.75$,SO0059296-5,5,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,need rtk,,"RTK-Radio auf Vector Pro-Empfänger installiert, Basis mit hoher Genauigkeit bestellt, Entsperrung für Vector Pro-Empfänger, Freischaltcode in Pro 1200 für Empfänger eingegeben, bestätigt, dass RTK funktioniert",Leak - Pump,Pump - Replaced
SO0059296-6,SO0059296,6,CAUSAL PART - 80984071,0,PASE,51526151                     CASE,HARNESS  WIRE,0.0,0.0,45260,0.38,3047.75$,SO0059296-6,6,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,need rtk,,"RTK-Radio auf Vector Pro-Empfänger installiert, Basis mit hoher Genauigkeit bestellt, Entsperrung für Vector Pro-Empfänger, Freischaltcode in Pro 1200 für Empfänger eingegeben, bestätigt, dass RTK funktioniert",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned
SO0059327-1,SO0059327,1,CAUSAL PART - 80984071,1,PASE,187103A1                     CASE,CONNECTOR  ELEC,52.5,36.1199,45310,1.22,5897.2$,SO0059327-1,1,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,slingshot harness install and business band radio cable,,"Installierte Dachkabel und Antennen für das Slingshot-Field-Hub-Zellensignal. Habe die Gummiabdeckung am hinteren rechten A-Pfosten abgenommen, das Koaxialkabel des BB-Radios gefunden und ein Stromkabel für das CB-Radio bereitgestellt",Not Updated - Drive Shaft,"Drive Shaft Shield - Removed, Bell Housing Cover - Removed, Fly Wheel Coupler Drive Shaft - Unbolted, Drive Shaft - Unbolted, Hydro Mount Bolt - Removed, Air Jack - Used, Drive Shaft - Removed, Drive Shaft - Installed"
SO0059328-12,SO0059328,12,CAUSAL PART - 80984071,1,PICK,MD8810                       MISC,Metal Stick On Plate,12.3,8.0,45310,1.22,5897.2$,SO0059328-12,12,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,slingshot harness install and business band radio cable,,"Installierte Dachkabel und Antennen für das Slingshot-Field-Hub-Zellensignal. Habe die Gummiabdeckung am hinteren rechten A-Pfosten abgenommen, das Koaxialkabel des BB-Radios gefunden und ein Stromkabel für das CB-Radio bereitgestellt",Damaged - Ladder,Lower Ladder - Replaced
SO0059328-12,SO0059328,12,CAUSAL PART - 80984071,1,PICK,MD8810                       MISC,Metal Stick On Plate,12.3,8.0,45310,1.22,5897.2$,SO0059328-8,8,2023-11-29,PASEIH,9861,SPRAYS,2024,JFGYS445CPT058164,0.0,slingshot harness install and business band radio cable,,"Installierte Dachkabel und Antennen für das Slingshot-Field-Hub-Zellensignal. Habe die Gummiabdeckung am hinteren rechten A-Pfosten abgenommen, das Koaxialkabel des BB-Radios gefunden und ein Stromkabel für das CB-Radio bereitgestellt",Not Mentioned - Not Mentioned,"Camera Cab System - Installed, Bin - Reconnected, Rear View Camera - Reconnected"
